cik,ticker,exchange,name,group,n_filings,first_filed,last_filed,price_from,price_to
1600626,PKST,NYSE,Peakstone Realty Trust,delisted_or_shrunk,19,2018-03-09,2022-11-14,2018-03-09,2023-06-02
1128189,PKTX,OTC,"ProtoKinetix, Inc.",delisted_or_shrunk,5,2018-03-09,2022-03-10,2018-03-09,2022-09-26
1117057,PLAG,NYSE,Planet Green Holdings Corp.,delisted_or_shrunk,18,2018-04-17,2022-11-14,2018-04-17,2023-06-02
1168455,PLBC,Nasdaq,PLUMAS BANCORP,delisted_or_shrunk,20,2018-03-12,2022-11-09,2018-03-12,2023-05-28
1041859,PLCE,Nasdaq,"Childrens Place, Inc.",delisted_or_shrunk,20,2018-03-22,2022-11-30,2018-03-22,2023-06-18
1746473,PLRX,Nasdaq,"PLIANT THERAPEUTICS, INC.",delisted_or_shrunk,10,2020-08-11,2022-11-08,2020-08-11,2023-05-27
1158780,PLUR,Nasdaq,Pluri Inc.,delisted_or_shrunk,8,2018-02-06,2021-09-13,2018-02-06,2022-04-01
1157075,PMCB,Nasdaq,"PharmaCyte Biotech, Inc.",delisted_or_shrunk,20,2018-03-19,2022-12-14,2018-03-19,2023-07-02
806517,PMDI,OTC,PSYCHEMEDICS CORP,delisted_or_shrunk,20,2018-03-16,2022-11-10,2018-03-16,2023-05-29
1464423,PMT,NYSE,PennyMac Mortgage Investment Trust,delisted_or_shrunk,20,2018-03-01,2022-11-03,2018-03-01,2023-05-22
1098146,PNBK,Nasdaq,PATRIOT NATIONAL BANCORP INC,delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
81023,PNMXO,OTC,PUBLIC SERVICE CO OF NEW MEXICO,delisted_or_shrunk,20,2018-03-01,2022-11-04,2018-03-01,2023-05-23
1383414,PNNT,NYSE,PENNANTPARK INVESTMENT CORP,delisted_or_shrunk,9,2018-02-07,2022-11-17,2018-02-07,2023-06-05
1654672,PNPL,OTC,"PINEAPPLE, INC.",delisted_or_shrunk,8,2020-04-01,2022-05-27,2020-04-01,2022-12-13
77360,PNR,NYSE,PENTAIR plc,delisted_or_shrunk,16,2018-02-27,2022-10-25,2018-02-27,2023-05-13
1784058,PNYG,OTC,Pony Group Inc.,delisted_or_shrunk,10,2020-11-23,2022-11-14,2020-11-23,2023-06-02
867840,POCI,Nasdaq,"PRECISION OPTICS CORPORATION, INC.",delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1622345,POLA,Nasdaq,"Polar Power, Inc.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1517681,PPCB,Nasdaq,"Propanc Biopharma, Inc.",delisted_or_shrunk,8,2018-02-09,2022-02-14,2018-02-09,2022-09-02
1449792,PPSI,Nasdaq,"PIONEER POWER SOLUTIONS, INC.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1570937,PREM,OTC,Premier Air Charter Holdings Inc.,delisted_or_shrunk,5,2018-08-17,2022-07-12,2018-08-17,2023-01-28
1502292,PRHI,Nasdaq,"Presurance Holdings, Inc.",delisted_or_shrunk,15,2018-03-15,2022-11-09,2018-03-15,2023-05-28
1297937,PRKA,OTC,"PARKS AMERICA, INC",delisted_or_shrunk,20,2018-02-08,2022-12-15,2018-02-08,2023-07-03
914139,PRKR,OTC,PARKERVISION INC,delisted_or_shrunk,9,2018-03-29,2021-11-15,2018-03-29,2022-06-03
1678660,PRLD,Nasdaq,Prelude Therapeutics Inc,delisted_or_shrunk,9,2020-11-10,2022-11-14,2020-11-10,2023-06-02
1162896,PROP,Nasdaq,Prairie Operating Co.,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1010470,PROV,Nasdaq,PROVIDENT FINANCIAL HOLDINGS INC,delisted_or_shrunk,20,2018-02-08,2022-11-04,2018-02-08,2023-05-23
868278,PRPH,OTC,"ProPhase Labs, Inc.",delisted_or_shrunk,20,2018-03-28,2022-11-10,2018-03-28,2023-05-29
1643953,PRPL,Nasdaq,"Purple Innovation, Inc.",delisted_or_shrunk,19,2018-05-15,2022-11-09,2018-05-15,2023-05-28
1043961,PRPO,Nasdaq,"Precipio, Inc.",delisted_or_shrunk,20,2018-04-13,2022-11-10,2018-04-13,2023-05-29
79661,PRSI,OTC,PORTSMOUTH SQUARE INC,delisted_or_shrunk,20,2018-02-02,2022-11-14,2018-02-02,2023-06-02
890394,PRSO,Nasdaq,Peraso Inc.,delisted_or_shrunk,20,2018-03-12,2022-11-14,2018-03-12,2023-06-02
1724009,PRT,NYSE,PermRock Royalty Trust,delisted_or_shrunk,18,2018-06-15,2022-11-14,2018-06-15,2023-06-02
1559053,PRTA,Nasdaq,PROTHENA CORP PUBLIC LTD CO,delisted_or_shrunk,20,2018-02-26,2022-11-03,2018-02-26,2023-05-22
1378950,PRTS,Nasdaq,"CarParts.com, Inc.",delisted_or_shrunk,20,2018-03-14,2022-11-10,2018-03-14,2023-05-29
1692345,PRXA,OTC,"PROCACCIANTI HOTEL REIT, INC.",delisted_or_shrunk,16,2018-09-25,2022-11-10,2018-09-25,2023-05-29
1287032,PSEC,Nasdaq,PROSPECT CAPITAL CORP,delisted_or_shrunk,17,2018-02-07,2022-11-09,2018-02-07,2023-05-28
1609258,PTCO,OTC,PetroGas Co,delisted_or_shrunk,19,2018-07-23,2022-11-01,2018-07-23,2023-05-20
911216,PTN,Nasdaq,PALATIN TECHNOLOGIES INC,delisted_or_shrunk,7,2019-09-12,2022-11-14,2019-09-12,2023-06-02
1815903,PTPI,OTC,"Petros Pharmaceuticals, Inc.",delisted_or_shrunk,8,2021-03-31,2022-11-14,2021-03-31,2023-06-02
1575858,PUBC,OTC,Purebase Corp,delisted_or_shrunk,20,2018-02-28,2022-10-13,2018-02-28,2023-05-01
1574235,PULM,Nasdaq,"Pulmatrix, Inc.",delisted_or_shrunk,20,2018-03-13,2022-11-10,2018-03-13,2023-05-29
1006028,PURE,OTC,"PURE BIOSCIENCE, INC.",delisted_or_shrunk,20,2018-03-14,2022-12-14,2018-03-14,2023-07-02
315545,PVCT,OTC,"PROVECTUS BIOPHARMACEUTICALS, INC.",delisted_or_shrunk,14,2018-03-23,2022-11-09,2018-03-23,2023-05-28
1520048,PVL,NYSE,Permianville Royalty Trust,delisted_or_shrunk,12,2018-03-12,2022-03-25,2018-03-12,2022-10-11
1532619,PW,NYSE,Power REIT,delisted_or_shrunk,10,2020-07-29,2022-11-14,2020-07-29,2023-06-02
1640384,PWCM,Nasdaq,"POWERCOMPUTE, INC.",delisted_or_shrunk,20,2018-04-17,2022-11-17,2018-04-17,2023-06-05
1435617,PWDY,OTC,"POWERDYNE INTERNATIONAL, INC.",delisted_or_shrunk,8,2021-03-31,2022-10-21,2021-03-31,2023-05-09
1040161,PXLW,Nasdaq,"PIXELWORKS, INC",delisted_or_shrunk,20,2018-03-14,2022-11-08,2018-03-14,2023-05-27
1782223,PYXS,Nasdaq,"Pyxis Oncology, Inc.",delisted_or_shrunk,5,2021-11-15,2022-11-01,2021-11-15,2023-05-20
939930,PYYX,OTC,"PYXUS INTERNATIONAL, INC.",delisted_or_shrunk,19,2018-02-08,2022-11-10,2018-02-08,2023-05-29
1629210,PZG,NYSE,Paramount Gold Nevada Corp.,delisted_or_shrunk,5,2018-09-11,2022-10-13,2018-09-11,2023-05-01
1321834,QCLS,Nasdaq,"Q/C TECHNOLOGIES, INC.",delisted_or_shrunk,17,2018-04-03,2022-03-31,2018-04-03,2022-10-17
1094032,QDMI,OTC,QDM International Inc.,delisted_or_shrunk,8,2021-02-24,2022-11-14,2021-02-24,2023-06-02
1393781,QIND,OTC,Quality Industrial Corp.,delisted_or_shrunk,8,2021-03-29,2022-11-14,2021-03-29,2023-06-02
1101433,QMCI,OTC,QUOTEMEDIA INC,delisted_or_shrunk,20,2018-04-11,2022-11-10,2018-04-11,2023-05-29
750558,QNBC,OTC,QNB CORP.,delisted_or_shrunk,20,2018-03-16,2022-11-09,2018-03-16,2023-05-28
1662774,QNCX,Nasdaq,"Quince Therapeutics, Inc.",delisted_or_shrunk,9,2020-03-16,2022-11-09,2020-03-16,2023-05-28
1391933,QNTO,OTC,"QUAINT OAK BANCORP, INC.",delisted_or_shrunk,15,2018-05-14,2022-11-14,2018-05-14,2023-06-02
824416,QPRC,OTC,QUEST PATENT RESEARCH CORP,delisted_or_shrunk,18,2018-04-02,2022-08-15,2018-04-02,2023-03-03
1442236,QRHC,Nasdaq,Quest Resource Holding Corp,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1811414,QS,Nasdaq,QuantumScape Corp,delisted_or_shrunk,8,2021-02-23,2022-10-28,2021-02-23,2023-05-16
1103795,QSEP,OTC,"QS Energy, Inc.",delisted_or_shrunk,19,2018-04-02,2022-11-10,2018-04-02,2023-05-29
1753391,QSJC,OTC,"TANCHENG GROUP CO., LTD.",delisted_or_shrunk,8,2019-06-14,2021-03-11,2019-06-14,2021-09-27
1618755,QSP,,Restaurant Brands International Limited Partnership,delisted_or_shrunk,20,2018-02-23,2022-11-03,2018-02-23,2023-05-22
1503274,QTRX,Nasdaq,Quanterix Corp,delisted_or_shrunk,20,2018-03-19,2022-11-09,2018-03-19,2023-05-28
1661998,QTTB,Nasdaq,Q32 Bio Inc.,delisted_or_shrunk,19,2018-05-14,2022-11-10,2018-05-14,2023-05-29
1549631,QURT,OTC,"Quarta-Rad, Inc.",delisted_or_shrunk,20,2018-04-13,2022-11-21,2018-04-13,2023-06-09
1355096,QVCAQ,,"Old QVC Group, Inc.",delisted_or_shrunk,20,2018-03-01,2022-11-04,2018-03-01,2023-05-23
1254699,QVCG,Nasdaq,"QVC Group, Inc.",delisted_or_shrunk,20,2018-03-02,2022-11-04,2018-03-02,2023-05-23
797542,QXL,Nasdaq,QUANTUM X LABS INC.,delisted_or_shrunk,19,2018-04-17,2022-11-21,2018-04-17,2023-06-09
81955,RAND,Nasdaq,RAND CAPITAL CORP,delisted_or_shrunk,10,2018-03-08,2022-03-08,2018-03-08,2022-09-24
1856725,RANI,Nasdaq,"Rani Therapeutics Holdings, Inc.",delisted_or_shrunk,6,2021-09-13,2022-11-10,2021-09-13,2023-05-29
718332,RAVE,Nasdaq,"RAVE RESTAURANT GROUP, INC.",delisted_or_shrunk,20,2018-02-06,2022-11-03,2018-02-06,2023-05-22
1046102,RBA,NYSE,RB GLOBAL INC.,delisted_or_shrunk,20,2018-02-26,2022-11-07,2018-02-26,2023-05-26
1410172,RBCN,OTC,"Rubicon Technology, Inc.",delisted_or_shrunk,20,2018-03-20,2022-11-10,2018-03-20,2023-05-29
1812173,RBOT,OTC,Vicarious Surgical Inc.,delisted_or_shrunk,6,2021-03-26,2022-11-07,2021-03-26,2023-05-26
1527590,RC,NYSE,Ready Capital Corp,delisted_or_shrunk,20,2018-03-16,2022-11-08,2018-03-16,2023-05-27
1449349,RDGL,OTC,VIVOS INC,delisted_or_shrunk,20,2018-04-02,2022-10-19,2018-04-02,2023-05-07
716634,RDI,Nasdaq,READING INTERNATIONAL INC,delisted_or_shrunk,20,2018-03-16,2022-11-09,2018-03-16,2023-05-28
1140215,REED,NYSE,"REED'S, INC.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1419806,REEMF,OTC,RARE ELEMENT RESOURCES LTD,delisted_or_shrunk,5,2018-03-28,2022-03-23,2018-03-28,2022-10-09
793524,REFR,Nasdaq,RESEARCH FRONTIERS INC,delisted_or_shrunk,12,2018-03-13,2022-08-04,2018-03-13,2023-02-20
1697851,REKR,Nasdaq,"Rekor Systems, Inc.",delisted_or_shrunk,20,2018-04-12,2022-11-14,2018-04-12,2023-06-02
1468327,RENT,Nasdaq,"Rent the Runway, Inc.",delisted_or_shrunk,5,2021-12-10,2022-12-09,2021-12-10,2023-06-27
1737953,REPL,Nasdaq,"Replimune Group, Inc.",delisted_or_shrunk,17,2018-08-30,2022-08-04,2018-08-30,2023-02-20
740664,RFIL,Nasdaq,R F INDUSTRIES LTD,delisted_or_shrunk,20,2018-01-24,2022-09-14,2018-01-24,2023-04-02
1713863,RFL,NYSE,"Rafael Holdings, Inc.",delisted_or_shrunk,20,2018-03-12,2022-12-13,2018-03-12,2023-07-01
716643,RGS,Nasdaq,REGIS CORP,delisted_or_shrunk,20,2018-02-01,2022-11-01,2018-02-01,2023-05-20
1004724,RHEP,OTC,"REGIONAL HEALTH PROPERTIES, INC",delisted_or_shrunk,20,2018-04-16,2022-11-22,2018-04-16,2023-06-10
1785493,RHNO,OTC,RHINO BITCOIN INC.,delisted_or_shrunk,12,2020-03-16,2022-12-14,2020-03-16,2023-07-02
1451505,RIG,NYSE,Transocean Ltd.,delisted_or_shrunk,20,2018-02-21,2022-11-04,2018-02-21,2023-05-23
923601,RIME,Nasdaq,"Algorhythm Holdings, Inc.",delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1469443,RKDA,Nasdaq,"Arcadia Biosciences, Inc.",delisted_or_shrunk,20,2018-03-20,2022-11-10,2018-03-20,2023-05-29
34285,RLBY,OTC,RELIABILITY INC,delisted_or_shrunk,12,2020-05-01,2022-11-14,2020-05-01,2023-06-02
1511337,RLJ,NYSE,RLJ Lodging Trust,delisted_or_shrunk,20,2018-02-28,2022-11-03,2018-02-28,2023-05-22
1553643,RLMD,Nasdaq,"RELMADA THERAPEUTICS, INC.",delisted_or_shrunk,10,2018-09-28,2022-11-10,2018-09-28,2023-05-29
1739410,RLYB,Nasdaq,Rallybio Corp,delisted_or_shrunk,6,2021-09-09,2022-11-07,2021-09-09,2023-05-26
1616262,RMCF,Nasdaq,"Rocky Mountain Chocolate Factory, Inc.",delisted_or_shrunk,20,2018-01-12,2022-10-14,2018-01-12,2023-05-02
1358654,RMESF,OTC,"RED METAL RESOURCES, LTD.",delisted_or_shrunk,15,2018-05-14,2021-09-14,2018-05-14,2022-04-02
1412126,RMSL,OTC,RemSleep Holdings Inc.,delisted_or_shrunk,8,2018-06-28,2022-08-22,2018-06-28,2023-03-10
1760026,RMTG,OTC,Regenerative Medical Technology Group Inc.,delisted_or_shrunk,16,2019-04-17,2022-11-09,2019-04-17,2023-05-28
1041024,RMTI,Nasdaq,"ROCKWELL MEDICAL, INC.",delisted_or_shrunk,20,2018-03-15,2022-11-14,2018-03-15,2023-06-02
1438943,RNGE,OTC,"RANGE IMPACT, INC.",delisted_or_shrunk,7,2018-02-14,2021-05-19,2018-02-14,2021-12-05
913144,RNR,NYSE,RENAISSANCERE HOLDINGS LTD,delisted_or_shrunk,20,2018-02-09,2022-11-02,2018-02-09,2023-05-21
1420565,RNTX,Nasdaq,"Rein Therapeutics, Inc.",delisted_or_shrunk,20,2018-04-02,2022-11-01,2018-04-02,2023-05-20
1574094,RNXT,Nasdaq,"RenovoRx, Inc.",delisted_or_shrunk,5,2021-11-15,2022-11-14,2021-11-15,2023-06-02
1635088,ROIV,Nasdaq,Roivant Sciences Ltd.,delisted_or_shrunk,6,2021-09-21,2022-11-14,2021-09-21,2023-06-02
1694617,ROYL,,"Royale Energy, Inc.",delisted_or_shrunk,19,2018-05-21,2022-11-17,2018-05-21,2023-06-05
1380106,RPID,Nasdaq,"RAPID MICRO BIOSYSTEMS, INC.",delisted_or_shrunk,6,2021-08-27,2022-11-10,2021-08-27,2023-05-29
1437283,RPMT,OTC,"REGO PAYMENT ARCHITECTURES, INC.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1614806,RPT,NYSE,Rithm Property Trust Inc.,delisted_or_shrunk,19,2018-03-08,2022-11-04,2018-03-08,2023-05-23
1171759,RRGB,Nasdaq,RED ROBIN GOURMET BURGERS INC,delisted_or_shrunk,20,2018-02-27,2022-11-02,2018-02-27,2023-05-21
84112,RSKIA,OTC,"GEORGE RISK INDUSTRIES, INC.",delisted_or_shrunk,10,2018-03-16,2022-09-20,2018-03-16,2023-04-08
83350,RSRV,OTC,RESERVE PETROLEUM CO,delisted_or_shrunk,20,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1386301,RSSS,Nasdaq,"Research Solutions, Inc.",delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1419275,RTB,Nasdaq,"RTB Digital, Inc.",delisted_or_shrunk,20,2018-04-20,2022-11-21,2018-04-20,2023-06-09
1580262,RTON,OTC,"Right On Brands, Inc.",delisted_or_shrunk,18,2018-02-20,2022-11-18,2018-02-20,2023-06-06
1628171,RVMD,Nasdaq,"Revolution Medicines, Inc.",delisted_or_shrunk,12,2020-03-30,2022-11-07,2020-03-30,2023-05-26
946563,RVP,NYSE,RETRACTABLE TECHNOLOGIES INC,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1742927,RVPH,OTC,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",delisted_or_shrunk,8,2021-03-22,2022-11-14,2021-03-22,2023-06-02
1641601,RVRF,OTC,River Financial Corp,delisted_or_shrunk,20,2018-03-20,2022-11-08,2018-03-20,2023-05-27
1041368,RVSB,Nasdaq,RIVERVIEW BANCORP INC,delisted_or_shrunk,20,2018-02-08,2022-11-10,2018-02-08,2023-05-29
1653384,RWAY,Nasdaq,Runway Growth Finance Corp.,delisted_or_shrunk,20,2018-03-29,2022-11-03,2018-03-29,2023-05-22
1448038,RWDMU,OTC,Redwood Mortgage Investors IX,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
930236,RWT,NYSE,REDWOOD TRUST INC,delisted_or_shrunk,20,2018-02-28,2022-11-07,2018-02-28,2023-05-26
1424864,RYES,OTC,Rise Gold Corp.,delisted_or_shrunk,9,2018-06-14,2022-10-31,2018-06-14,2023-05-19
1800637,RYM,Nasdaq,"RYTHM, Inc.",delisted_or_shrunk,8,2021-04-02,2022-11-14,2021-04-02,2023-06-02
1509261,RZLT,Nasdaq,"Rezolute, Inc.",delisted_or_shrunk,16,2019-02-14,2022-11-09,2019-02-14,2023-05-28
1833214,SABS,Nasdaq,"SAB Biotherapeutics, Inc.",delisted_or_shrunk,7,2021-05-21,2022-11-14,2021-05-21,2023-06-02
1682220,SACH,NYSE,Sachem Capital Corp.,delisted_or_shrunk,20,2018-04-02,2022-11-10,2018-04-02,2023-05-29
1050606,SALM,OTC,"SALEM MEDIA GROUP, INC. /DE/",delisted_or_shrunk,20,2018-03-16,2022-11-04,2018-03-16,2023-05-23
1549966,SAMG,Nasdaq,Silvercrest Asset Management Group Inc.,delisted_or_shrunk,20,2018-03-09,2022-11-03,2018-03-09,2023-05-22
1770121,SANA,Nasdaq,"Sana Biotechnology, Inc.",delisted_or_shrunk,8,2021-03-24,2022-11-02,2021-03-24,2023-05-21
1377936,SAR,NYSE,SARATOGA INVESTMENT CORP.,delisted_or_shrunk,20,2018-01-10,2022-10-04,2018-01-10,2023-04-22
1661600,SATT,OTC,SATIVUS TECH CORP.,delisted_or_shrunk,6,2018-01-10,2021-05-20,2018-01-10,2021-12-06
1870600,SBDS,OTC,"Solo Brands, Inc.",delisted_or_shrunk,5,2021-12-09,2022-11-10,2021-12-09,2023-05-29
1402328,SBFM,Nasdaq,Sunshine Biopharma Inc.,delisted_or_shrunk,11,2018-04-02,2022-08-03,2018-04-02,2023-02-19
710752,SBR,NYSE,SABINE ROYALTY TRUST,delisted_or_shrunk,20,2018-03-08,2022-11-10,2018-03-08,2023-05-29
92103,SCE-PG,NYSE,SOUTHERN CALIFORNIA EDISON Co,delisted_or_shrunk,20,2018-02-22,2022-11-01,2018-02-22,2023-05-20
830616,SCIA,OTC,"SCI Engineered Materials, Inc.",delisted_or_shrunk,18,2018-02-01,2022-10-28,2018-02-01,2023-05-16
944075,SCKT,Nasdaq,"SOCKET MOBILE, INC.",delisted_or_shrunk,20,2018-03-23,2022-11-14,2018-03-23,2023-06-02
1551901,SCM,NYSE,Stellus Capital Investment Corp,delisted_or_shrunk,17,2018-03-06,2022-08-03,2018-03-06,2023-02-19
87802,SCND,OTC,SCIENTIFIC INDUSTRIES INC,delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1382574,SCNX,Nasdaq,"Scienture Holdings, Inc.",delisted_or_shrunk,20,2018-03-02,2022-11-07,2018-03-02,2023-05-26
1158172,SCOR,Nasdaq,"COMSCORE, INC.",delisted_or_shrunk,23,2018-03-23,2022-11-09,2018-03-23,2023-05-28
1703157,SCTH,OTC,"Securetech Innovations, Inc.",delisted_or_shrunk,19,2018-05-02,2022-10-28,2018-05-02,2023-05-16
933972,SCWO,Nasdaq,374Water Inc.,delisted_or_shrunk,9,2018-04-17,2022-11-01,2018-04-17,2023-05-20
1178253,SCYX,Nasdaq,SCYNEXIS INC,delisted_or_shrunk,17,2018-03-13,2022-11-09,2018-03-13,2023-05-28
1408146,SCYYF,OTC,SCANDIUM INTERNATIONAL MINING CORP.,delisted_or_shrunk,20,2018-02-28,2022-11-10,2018-02-28,2023-05-29
1022505,SDCH,OTC,"SideChannel, Inc.",delisted_or_shrunk,21,2018-01-12,2022-12-20,2018-01-12,2023-07-08
1389545,SDEV,NYSE,Stablecoin Development Corp,delisted_or_shrunk,20,2018-03-21,2022-11-14,2018-03-21,2023-06-02
1701756,SDOT,Nasdaq,Sadot Group Inc.,delisted_or_shrunk,21,2019-02-27,2022-11-10,2019-02-27,2023-05-29
1163609,SDSYA,OTC,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,delisted_or_shrunk,20,2018-03-21,2022-11-10,2018-03-21,2023-05-29
1856031,SEAT,Nasdaq,Vivid Seats Inc.,delisted_or_shrunk,5,2021-11-15,2022-11-08,2021-11-15,2023-05-27
1726445,SEER,Nasdaq,"Seer, Inc.",delisted_or_shrunk,7,2021-05-11,2022-11-08,2021-05-11,2023-05-27
819926,SEII,OTC,SHARING ECONOMY INTERNATIONAL INC.,delisted_or_shrunk,20,2018-04-11,2022-11-18,2018-04-11,2023-06-06
1031235,SELF,Nasdaq,"Global Self Storage, Inc.",delisted_or_shrunk,20,2018-04-02,2022-11-10,2018-04-02,2023-05-29
1831840,SEMR,NYSE,"SEMrush Holdings, Inc.",delisted_or_shrunk,7,2021-05-11,2022-11-14,2021-05-11,2023-06-02
1576197,SENR,,"Strategic Environmental & Energy Resources, Inc.",delisted_or_shrunk,20,2018-04-18,2022-11-21,2018-04-18,2023-06-09
1708599,SER,NYSE,"Serina Therapeutics, Inc.",delisted_or_shrunk,15,2019-04-01,2022-11-10,2019-04-01,2023-05-29
1534969,SERA,Nasdaq,"SERA PROGNOSTICS, INC.",delisted_or_shrunk,5,2021-08-30,2022-11-09,2021-08-30,2023-05-28
1452477,SEVN,Nasdaq,Seven Hills Realty Trust,delisted_or_shrunk,7,2021-05-07,2022-10-26,2021-05-07,2023-05-14
1541119,SFBC,Nasdaq,"Sound Financial Bancorp, Inc.",delisted_or_shrunk,20,2018-03-27,2022-11-10,2018-03-27,2023-05-29
1624985,SFCX,OTC,SUPA Consolidated Inc.,delisted_or_shrunk,11,2020-01-22,2022-11-18,2020-01-22,2023-06-06
90498,SFNC,Nasdaq,SIMMONS FIRST NATIONAL CORP,delisted_or_shrunk,20,2018-02-28,2022-11-04,2018-02-28,2023-05-23
1106213,SFRX,OTC,SEAFARER EXPLORATION CORP,delisted_or_shrunk,11,2019-04-16,2022-11-14,2019-04-16,2023-06-02
886136,SGA,Nasdaq,SAGA COMMUNICATIONS INC,delisted_or_shrunk,20,2018-03-13,2022-11-09,2018-03-13,2023-05-28
1422892,SGLY,Nasdaq,Singularity Future Technology Ltd.,delisted_or_shrunk,17,2018-02-13,2022-02-14,2018-02-13,2022-09-02
1001233,SGMOQ,OTC,"SANGAMO THERAPEUTICS, INC",delisted_or_shrunk,20,2018-03-01,2022-11-03,2018-03-01,2023-05-22
1450923,SGOL,NYSE,abrdn Gold ETF Trust,delisted_or_shrunk,5,2018-02-27,2022-03-01,2018-02-27,2022-09-17
1004989,SGRP,OTC,"SPAR Group, Inc.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1002590,SGU,NYSE,"STAR GROUP, L.P.",delisted_or_shrunk,20,2018-01-31,2022-12-07,2018-01-31,2023-06-25
1465470,SHMP,OTC,NaturalShrimp Inc,delisted_or_shrunk,18,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1642159,SIGY,OTC,"Sigyn Therapeutics, Inc.",delisted_or_shrunk,17,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1514183,SILO,Nasdaq,"Silo Pharma, Inc.",delisted_or_shrunk,20,2018-04-02,2022-11-10,2018-04-02,2023-05-29
1269026,SINT,Nasdaq,"Sintx Technologies, Inc.",delisted_or_shrunk,20,2018-03-29,2022-11-14,2018-03-29,2023-06-02
894315,SITC,NYSE,SITE Centers Corp.,delisted_or_shrunk,20,2018-02-26,2022-10-27,2018-02-26,2023-05-15
319655,SJT,NYSE,SAN JUAN BASIN ROYALTY TRUST,delisted_or_shrunk,20,2018-03-16,2022-11-14,2018-03-16,2023-06-02
1128281,SKAS,OTC,"Saker Aviation Services, Inc.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1774675,SKIL,NYSE,Skillsoft Corp.,delisted_or_shrunk,6,2021-09-14,2022-12-09,2021-09-14,2023-06-27
1818093,SKIN,Nasdaq,SkinHealth Systems Inc.,delisted_or_shrunk,6,2021-08-13,2022-11-09,2021-08-13,2023-05-28
1546853,SKKY,OTC,"Skkynet Cloud Systems, Inc.",delisted_or_shrunk,20,2018-02-13,2022-09-12,2018-02-13,2023-03-31
899715,SKT,NYSE,TANGER INC.,delisted_or_shrunk,20,2018-02-22,2022-11-04,2018-02-22,2023-05-23
1085277,SKVI,OTC,"SKINVISIBLE, INC.",delisted_or_shrunk,20,2018-03-23,2022-11-14,2018-03-23,2023-06-02
1516551,SKYE,Nasdaq,"Skye Bioscience, Inc.",delisted_or_shrunk,14,2018-03-19,2022-03-28,2018-03-19,2022-10-14
1819974,SKYT,Nasdaq,"SkyWater Technology, LLC",delisted_or_shrunk,7,2021-05-19,2022-11-10,2021-05-19,2023-05-29
1657642,SLBK,OTC,"Skyline Bankshares, Inc.",delisted_or_shrunk,18,2018-03-23,2022-11-14,2018-03-23,2023-06-02
1707502,SLDB,Nasdaq,Solid Biosciences Inc.,delisted_or_shrunk,20,2018-03-29,2022-11-10,2018-03-29,2023-05-29
1621672,SLE,Nasdaq,"Super League Enterprise, Inc.",delisted_or_shrunk,15,2019-05-15,2022-11-16,2019-05-15,2023-06-04
1043186,SLNG,Nasdaq,"Stabilis Solutions, Inc.",delisted_or_shrunk,20,2018-03-29,2022-11-03,2018-03-29,2023-05-22
1794783,SLQT,NYSE,"SelectQuote, Inc.",delisted_or_shrunk,10,2020-09-10,2022-11-03,2020-09-10,2023-05-22
1390478,SLS,Nasdaq,"SELLAS Life Sciences Group, Inc.",delisted_or_shrunk,16,2018-04-13,2022-11-14,2018-04-13,2023-06-02
883107,SLSN,Nasdaq,"SOLESENCE, INC.",delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
1599298,SMMT,Nasdaq,Summit Therapeutics Inc.,delisted_or_shrunk,9,2020-11-16,2022-11-09,2020-11-16,2023-05-28
948708,SMSI,Nasdaq,"SMITH MICRO SOFTWARE, INC.",delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
1817760,SMTK,Nasdaq,"SmartKem, Inc.",delisted_or_shrunk,7,2021-05-17,2022-11-14,2021-05-17,2023-06-02
1358633,SNBH,OTC,SENTIENT BRANDS HOLDINGS INC.,delisted_or_shrunk,25,2018-07-09,2022-11-21,2018-07-09,2023-06-09
