cik,ticker,exchange,name,group,n_filings,first_filed,last_filed,price_from,price_to
1784254,MDIA,Nasdaq,Mediaco Holding Inc.,delisted_or_shrunk,12,2019-12-20,2022-11-14,2019-12-20,2023-06-02
1654595,MDRR,Nasdaq,"Medalist Diversified, Inc.",delisted_or_shrunk,16,2019-03-11,2022-11-09,2019-03-11,2023-05-28
1645873,MDV,NYSE,"MODIV INDUSTRIAL, INC.",delisted_or_shrunk,10,2018-04-03,2022-11-14,2018-04-03,2023-06-02
1333274,MERC,Nasdaq,MERCER INTERNATIONAL INC.,delisted_or_shrunk,20,2018-02-16,2022-10-27,2018-02-16,2023-05-15
1055160,MFA,NYSE,"MFA FINANCIAL, INC.",delisted_or_shrunk,20,2018-02-15,2022-11-03,2018-02-15,2023-05-22
1278752,MFIC,Nasdaq,MidCap Financial Investment Corp,delisted_or_shrunk,11,2018-02-07,2022-11-03,2018-02-07,2023-05-22
1447380,MFON,OTC,MOBIVITY HOLDINGS CORP.,delisted_or_shrunk,20,2018-04-11,2022-11-14,2018-04-11,2023-06-02
1005101,MGLD,NYSE,"Marygold Companies, Inc.",delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1001601,MGTI,OTC,"MGT CAPITAL INVESTMENTS, INC.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1337068,MGYR,Nasdaq,"Magyar Bancorp, Inc.",delisted_or_shrunk,20,2018-02-12,2022-12-22,2018-02-12,2023-07-10
1437226,MHH,NYSE,"Mastech Digital, Inc.",delisted_or_shrunk,20,2018-03-23,2022-11-14,2018-03-23,2023-06-02
1412100,MHLA,NYSE,"Maiden Holdings, Ltd.",delisted_or_shrunk,20,2018-03-01,2022-11-09,2018-03-01,2023-05-28
926423,MIND,Nasdaq,"MIND TECHNOLOGY, INC",delisted_or_shrunk,20,2018-04-13,2022-12-14,2018-04-13,2023-07-02
1408443,MIST,Nasdaq,Milestone Pharmaceuticals Inc.,delisted_or_shrunk,11,2019-06-19,2022-03-24,2019-06-19,2022-10-10
1770236,MITQ,NYSE,MOVING iMAGE TECHNOLOGIES INC.,delisted_or_shrunk,6,2021-09-29,2022-11-14,2021-09-29,2023-06-02
1514281,MITT,NYSE,"TPG Mortgage Investment Trust, Inc.",delisted_or_shrunk,20,2018-02-28,2022-11-08,2018-02-28,2023-05-27
1805651,MKTW,Nasdaq,"MARKETWISE, INC.",delisted_or_shrunk,6,2021-03-22,2022-11-03,2021-03-22,2023-05-22
1550913,MKZR,Nasdaq,"MacKenzie Realty Capital, Inc.",delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1375793,MLRT,OTC,"Metalert, Inc.",delisted_or_shrunk,20,2018-04-03,2022-11-15,2018-04-03,2023-06-03
855683,MLSS,NYSE,MILESTONE SCIENTIFIC INC.,delisted_or_shrunk,19,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1440799,MMEX,OTC,MMEX Resources Corp,delisted_or_shrunk,8,2018-03-09,2022-12-05,2018-03-09,2023-06-23
1176334,MMLP,Nasdaq,MARTIN MIDSTREAM PARTNERS L.P.,delisted_or_shrunk,20,2018-02-16,2022-11-03,2018-02-16,2023-05-22
1645469,MNPR,Nasdaq,Monopar Therapeutics,delisted_or_shrunk,19,2018-03-26,2022-11-10,2018-03-26,2023-05-29
1599117,MNTR,OTC,"Mentor Capital, Inc.",delisted_or_shrunk,20,2018-03-29,2022-11-10,2018-03-29,2023-05-29
1781162,MNTS,Nasdaq,Momentus Inc.,delisted_or_shrunk,6,2020-03-26,2022-11-09,2020-03-26,2023-05-28
1084267,MOBQ,OTC,"Mobiquity Technologies, Inc.",delisted_or_shrunk,20,2018-04-17,2022-12-09,2018-04-17,2023-06-27
1074871,MODD,Nasdaq,"Modular Medical, Inc.",delisted_or_shrunk,9,2018-02-14,2021-02-12,2018-02-14,2021-08-31
1414953,MOJO,OTC,EQUATOR Beverage Co,delisted_or_shrunk,20,2018-02-21,2022-10-11,2018-02-21,2023-04-29
1552000,MPLX,NYSE,MPLX LP,delisted_or_shrunk,20,2018-02-28,2022-11-01,2018-02-28,2023-05-20
1129155,MPX,NYSE,"MARINE PRODUCTS GROUP, LLC",delisted_or_shrunk,20,2018-02-28,2022-10-28,2018-02-28,2023-05-16
1844392,MRAI,OTC,"Marpai, Inc.",delisted_or_shrunk,5,2021-12-14,2022-11-09,2021-12-14,2023-05-28
1094038,MRKR,Nasdaq,"Marker Therapeutics, Inc.",delisted_or_shrunk,15,2019-03-15,2022-11-10,2019-03-15,2023-05-29
1522767,MRMD,OTC,MARIMED INC.,delisted_or_shrunk,20,2018-04-02,2022-11-08,2018-04-02,2023-05-27
65172,MSB,NYSE,MESABI TRUST,delisted_or_shrunk,15,2018-06-08,2022-12-13,2018-06-08,2023-07-01
1821175,MSGM,Nasdaq,Motorsport Games Inc.,delisted_or_shrunk,8,2021-03-24,2022-11-18,2021-03-24,2023-06-06
1535778,MSIF,NYSE,"MSC INCOME FUND, INC.",delisted_or_shrunk,13,2018-03-21,2022-03-14,2018-03-21,2022-09-30
32621,MSN,NYSE,EMERSON RADIO CORP,delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1056358,MTEX,Nasdaq,MANNATECH INC,delisted_or_shrunk,20,2018-03-26,2022-11-08,2018-03-26,2023-05-27
833079,MTH,NYSE,Meritage Homes CORP,delisted_or_shrunk,20,2018-02-12,2022-10-28,2018-02-12,2023-05-16
1582554,MTNB,NYSE,"Matinas BioPharma Holdings, Inc.",delisted_or_shrunk,6,2019-04-01,2022-03-08,2019-04-01,2022-09-24
313364,MTR,NYSE,MESA ROYALTY TRUST/TX,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1638287,MTVA,Nasdaq,MetaVia Inc.,delisted_or_shrunk,12,2018-03-20,2022-11-14,2018-03-20,2023-06-02
924095,MVCO,OTC,"Metavesco, Inc.",delisted_or_shrunk,9,2019-11-19,2022-11-14,2019-11-19,2023-06-02
1371782,MVO,NYSE,MV Oil Trust,delisted_or_shrunk,20,2018-03-14,2022-11-10,2018-03-14,2023-05-29
1520118,MWAI,OTC,"MedWellAI, Inc.",delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1325702,MX,NYSE,MAGNACHIP SEMICONDUCTOR Corp,delisted_or_shrunk,20,2018-02-22,2022-11-08,2018-02-22,2023-05-27
1287098,MXCT,Nasdaq,"MAXCYTE, INC.",delisted_or_shrunk,6,2021-09-13,2022-11-09,2021-09-13,2023-05-28
1556801,MYCB,OTC,"My City Builders, Inc.",delisted_or_shrunk,14,2018-03-02,2022-11-01,2018-03-02,2023-05-20
1369290,MYO,NYSE,"MYOMO, INC.",delisted_or_shrunk,20,2018-03-12,2022-11-10,2018-03-12,2023-05-29
1823878,MYPS,Nasdaq,"PLAYSTUDIOS, Inc.",delisted_or_shrunk,6,2021-08-12,2022-11-09,2021-08-12,2023-05-28
1648960,MYSE,Nasdaq,"Myseum.AI, Inc.",delisted_or_shrunk,6,2021-09-24,2022-11-14,2021-09-24,2023-06-02
787253,NAII,Nasdaq,NATURAL ALTERNATIVES INTERNATIONAL INC,delisted_or_shrunk,20,2018-02-13,2022-11-09,2018-02-13,2023-05-28
1703625,NAPD,OTC,"NAPC Defense, Inc.",delisted_or_shrunk,12,2019-12-19,2022-12-21,2019-12-19,2023-07-09
1808805,NAUT,Nasdaq,"Nautilus Biotechnology, Inc.",delisted_or_shrunk,7,2021-03-30,2022-11-01,2021-03-30,2023-05-20
1512228,NB,Nasdaq,NIOCORP DEVELOPMENTS LTD,delisted_or_shrunk,19,2018-02-09,2022-11-14,2018-02-09,2023-06-02
1725911,NBND,OTC,NetBrands Corp.,delisted_or_shrunk,14,2019-08-16,2022-11-10,2019-08-16,2023-05-29
1163739,NBR,NYSE,NABORS INDUSTRIES LTD,delisted_or_shrunk,20,2018-03-01,2022-10-27,2018-03-01,2023-05-15
1737924,NCDL,NYSE,Nuveen Churchill Direct Lending Corp.,delisted_or_shrunk,6,2020-05-07,2022-03-10,2020-05-07,2022-09-26
1414767,NCPL,Nasdaq,Netcapital Inc.,delisted_or_shrunk,20,2018-03-19,2022-12-12,2018-03-19,2023-06-30
1756180,NCRA,Nasdaq,"NOCERA, INC.",delisted_or_shrunk,13,2019-04-15,2022-11-18,2019-04-15,2023-06-06
1275158,NDLS,Nasdaq,NOODLES & Co,delisted_or_shrunk,20,2018-03-15,2022-11-04,2018-03-15,2023-05-23
1681682,NDRA,Nasdaq,ENDRA Life Sciences Inc.,delisted_or_shrunk,20,2018-03-20,2022-11-14,2018-03-20,2023-06-02
746514,NEN,NYSE,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,delisted_or_shrunk,19,2018-03-13,2022-08-05,2018-03-13,2023-02-21
87050,NEON,Nasdaq,Neonode Inc.,delisted_or_shrunk,20,2018-03-08,2022-11-10,2018-03-08,2023-05-29
1598646,NERV,Nasdaq,"Minerva Neurosciences, Inc.",delisted_or_shrunk,12,2018-03-12,2022-11-09,2018-03-12,2023-05-28
1371128,NEWH,OTC,"NewHydrogen, Inc.",delisted_or_shrunk,20,2018-03-19,2022-11-09,2018-03-19,2023-05-28
1493225,NFBK,Nasdaq,"Northfield Bancorp, Inc.",delisted_or_shrunk,20,2018-03-01,2022-11-09,2018-03-01,2023-05-28
1749723,NFE,Nasdaq,New Fortress Energy Inc.,delisted_or_shrunk,16,2019-03-26,2022-11-08,2019-03-26,2023-05-27
1284454,NFSN,OTC,"Nongfu Shop Digital New Retail Co., Ltd",delisted_or_shrunk,5,2021-11-24,2022-11-21,2021-11-24,2023-06-09
1504461,NGL,NYSE,NGL Energy Partners LP,delisted_or_shrunk,20,2018-02-09,2022-11-09,2018-02-09,2023-05-28
1605481,NGLD,OTC,Nevada Canyon Gold Corp.,delisted_or_shrunk,19,2018-04-16,2022-11-14,2018-04-16,2023-06-02
1404644,NGNE,Nasdaq,Neurogene Inc.,delisted_or_shrunk,20,2018-03-12,2022-11-14,2018-03-12,2023-06-02
912061,NHTC,Nasdaq,NATURAL HEALTH TRENDS CORP,delisted_or_shrunk,20,2018-03-27,2022-11-02,2018-03-27,2023-05-21
1084475,NIHK,OTC,"Video River Networks, Inc.",delisted_or_shrunk,13,2019-11-22,2022-11-21,2019-11-22,2023-06-09
1145604,NIKA,OTC,"NIKA PHARMACEUTICALS, INC",delisted_or_shrunk,6,2021-03-24,2022-05-12,2021-03-24,2022-11-28
1462223,NIXX,Nasdaq,"Nixxy, Inc.",delisted_or_shrunk,20,2018-02-20,2022-11-14,2018-02-20,2023-06-02
1787400,NKTX,Nasdaq,"Nkarta, Inc.",delisted_or_shrunk,10,2020-08-20,2022-11-09,2020-08-20,2023-05-28
1854964,NLCP,OTC,"NewLake Capital Partners, Inc.",delisted_or_shrunk,6,2021-09-09,2022-11-10,2021-09-09,2023-05-29
1282631,NLST,OTC,NETLIST INC,delisted_or_shrunk,20,2018-03-30,2022-11-02,2018-03-30,2023-05-21
1335105,NMAD,Nasdaq,"NOMAD POWER SOLUTIONS, INC.",delisted_or_shrunk,19,2018-03-23,2022-11-08,2018-03-23,2023-05-27
1415744,NMEX,OTC,NORTHERN MINERALS & EXPLORATION LTD.,delisted_or_shrunk,20,2018-01-12,2021-10-29,2018-01-12,2022-05-17
1496099,NMFC,Nasdaq,New Mountain Finance Corp,delisted_or_shrunk,20,2018-02-28,2022-11-08,2018-02-28,2023-05-27
891417,NMGX,OTC,Nano Magic Inc.,delisted_or_shrunk,20,2018-06-15,2022-11-14,2018-06-15,2023-06-02
1500198,NMTC,Nasdaq,NEUROONE MEDICAL TECHNOLOGIES Corp,delisted_or_shrunk,19,2018-04-16,2022-12-22,2018-04-16,2023-07-10
1132509,NNAX,OTC,New Momentum Corp.,delisted_or_shrunk,9,2020-11-12,2022-11-16,2020-11-12,2023-06-04
1258602,NNI,NYSE,NELNET INC,delisted_or_shrunk,20,2018-02-27,2022-11-07,2018-02-27,2023-05-26
888981,NNUP,OTC,NOCOPI TECHNOLOGIES INC/MD/,delisted_or_shrunk,20,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1379006,NNVC,NYSE,"NANOVIRICIDES, INC.",delisted_or_shrunk,18,2018-10-12,2022-11-14,2018-10-12,2023-06-02
72205,NOBH,OTC,NOBILITY HOMES INC,delisted_or_shrunk,20,2018-01-26,2022-09-19,2018-01-26,2023-04-07
1011060,NORD,OTC,Nordicus Partners Corp,delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1823466,NOTE,OTC,"FiscalNote Holdings, Inc.",delisted_or_shrunk,6,2021-03-31,2022-11-14,2021-03-31,2023-06-02
720154,NOTVQ,,"Inotiv, Inc.",delisted_or_shrunk,19,2018-02-14,2022-08-12,2018-02-14,2023-02-28
1119643,NPHC,OTC,NUTRA PHARMA CORP,delisted_or_shrunk,20,2018-04-17,2022-11-21,2018-04-17,2023-06-09
1759546,NRDE,OTC,Stark Novus Financial Inc.,delisted_or_shrunk,7,2021-06-08,2022-11-07,2021-06-08,2023-05-26
1819404,NRDY,NYSE,Nerdy Inc.,delisted_or_shrunk,6,2021-02-16,2022-11-14,2021-02-16,2023-06-02
1680689,NRHI,OTC,"Natural Resource Holdings, Inc.",delisted_or_shrunk,10,2020-12-28,2022-12-14,2020-12-28,2023-07-02
1603793,NRIS,OTC,"Norris Industries, Inc.",delisted_or_shrunk,20,2018-01-22,2022-10-14,2018-01-22,2023-05-02
709005,NROM,OTC,NOBLE ROMANS INC,delisted_or_shrunk,20,2018-03-29,2022-11-09,2018-03-29,2023-05-28
1171486,NRP,NYSE,NATURAL RESOURCE PARTNERS LP,delisted_or_shrunk,20,2018-03-01,2022-11-03,2018-03-01,2023-05-22
72633,NRT,NYSE,NORTH EUROPEAN OIL ROYALTY TRUST,delisted_or_shrunk,17,2018-05-30,2022-12-30,2018-05-30,2023-07-18
70502,NRUC,NYSE,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,delisted_or_shrunk,20,2018-01-11,2022-10-13,2018-01-11,2023-05-01
13372,NSARO,OTC,NSTAR ELECTRIC CO,delisted_or_shrunk,20,2018-02-26,2022-11-04,2018-02-26,2023-05-23
1509470,NSLR,Nasdaq,Neostellar Capital Corp.,delisted_or_shrunk,20,2018-03-16,2022-11-09,2018-03-16,2023-05-28
1433607,NSPR,Nasdaq,"InspireMD, Inc.",delisted_or_shrunk,20,2018-02-13,2022-11-07,2018-02-13,2023-05-26
722313,NSYS,Nasdaq,NORTECH SYSTEMS INC,delisted_or_shrunk,20,2018-03-27,2022-11-09,2018-03-27,2023-05-28
875582,NTIC,Nasdaq,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,delisted_or_shrunk,20,2018-01-12,2022-11-15,2018-01-12,2023-06-03
1065078,NTIP,NYSE,"NETWORK-1 TECHNOLOGIES, INC.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1676047,NTRB,Nasdaq,NutriBand Inc.,delisted_or_shrunk,15,2019-04-19,2022-12-02,2019-04-19,2023-06-20
788611,NTRP,Nasdaq,"NextTrip, Inc.",delisted_or_shrunk,20,2018-04-17,2022-11-14,2018-04-17,2023-06-02
1039280,NTWK,Nasdaq,NETSOL TECHNOLOGIES INC,delisted_or_shrunk,20,2018-02-13,2022-11-10,2018-02-13,2023-05-29
1543637,NUMD,OTC,"Nu-Med Plus, Inc.",delisted_or_shrunk,9,2018-08-02,2022-03-31,2018-08-02,2022-10-17
1861560,NUVL,Nasdaq,"Nuvalent, Inc.",delisted_or_shrunk,6,2021-09-08,2022-11-10,2021-09-08,2023-05-29
71557,NUVR,OTC,"Nuvera Communications, Inc.",delisted_or_shrunk,20,2018-03-15,2022-11-09,2018-03-15,2023-05-28
1506492,NUWE,Nasdaq,"Nuwellis, Inc.",delisted_or_shrunk,17,2018-03-22,2022-11-08,2018-03-22,2023-05-27
1661053,NVNO,Nasdaq,enVVeno Medical Corp,delisted_or_shrunk,14,2018-08-10,2022-10-27,2018-08-10,2023-05-15
1720635,NVT,NYSE,nVent Electric plc,delisted_or_shrunk,16,2018-05-08,2022-10-28,2018-05-08,2023-05-16
1836875,NVVE,OTC,Nuvve Holding Corp.,delisted_or_shrunk,7,2021-05-24,2022-11-14,2021-05-24,2023-06-02
1072379,NWBO,OTC,NORTHWEST BIOTHERAPEUTICS INC,delisted_or_shrunk,6,2018-04-17,2022-03-01,2018-04-17,2022-09-17
1163389,NWPP,OTC,NEW PEOPLES BANKSHARES INC,delisted_or_shrunk,20,2018-03-23,2022-11-14,2018-03-23,2023-06-02
1468929,NXGL,Nasdaq,"NEXGEL, INC.",delisted_or_shrunk,14,2019-09-09,2022-11-08,2019-09-09,2023-05-27
1058307,NXPL,Nasdaq,NextPlat Corp,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1661059,NXTC,Nasdaq,"NextCure, Inc.",delisted_or_shrunk,5,2020-08-06,2021-11-04,2020-08-06,2022-05-23
1789192,NXTS,Nasdaq,Nexentis Technologies Inc.,delisted_or_shrunk,11,2020-03-30,2022-11-14,2020-03-30,2023-06-02
1784970,NXTT,Nasdaq,Next Technology Holding Inc.,delisted_or_shrunk,11,2020-06-29,2022-11-23,2020-06-29,2023-06-11
1817004,NXXT,Nasdaq,"NEXTNRG, INC.",delisted_or_shrunk,5,2021-11-10,2022-11-14,2021-11-10,2023-06-02
1595527,NYC,NYSE,American Strategic Investment Co.,delisted_or_shrunk,20,2018-03-19,2022-11-14,2018-03-19,2023-06-02
1403528,OAK-PA,NYSE,"Brookfield Oaktree Holdings, LLC",delisted_or_shrunk,20,2018-02-23,2022-11-10,2018-02-23,2023-05-29
1655888,OBDC,NYSE,Blue Owl Capital Corp,delisted_or_shrunk,5,2018-03-05,2022-02-23,2018-03-05,2022-09-11
1000230,OCC,Nasdaq,OPTICAL CABLE CORP,delisted_or_shrunk,17,2018-03-13,2022-09-12,2018-03-13,2023-03-31
1372299,OCGN,Nasdaq,"Ocugen, Inc.",delisted_or_shrunk,13,2018-03-15,2022-11-08,2018-03-15,2023-05-27
1419793,OCLN,OTC,"ORIGINCLEAR, INC.",delisted_or_shrunk,20,2018-04-17,2022-11-15,2018-04-17,2023-06-03
1414932,OCSL,Nasdaq,Oaktree Specialty Lending Corp,delisted_or_shrunk,8,2018-11-29,2022-11-15,2018-11-29,2023-06-03
1610718,ODRS,OTC,"Outdoor Specialty Products, Inc.",delisted_or_shrunk,5,2021-12-29,2022-12-21,2021-12-29,2023-07-09
1577445,ODYS,Nasdaq,Odysight.ai Inc.,delisted_or_shrunk,14,2019-07-09,2022-11-14,2019-07-09,2023-06-02
1626644,ODYY,OTC,"Odyssey Health, Inc.",delisted_or_shrunk,17,2018-05-30,2022-12-14,2018-05-30,2023-07-02
1409375,OESX,Nasdaq,"ORION ENERGY SYSTEMS, INC.",delisted_or_shrunk,20,2018-02-07,2022-11-08,2018-02-07,2023-05-27
1501078,OFED,OTC,Oconee Federal Financial Corp.,delisted_or_shrunk,20,2018-02-13,2022-11-14,2018-02-13,2023-06-02
1487918,OFS,Nasdaq,OFS Capital Corp,delisted_or_shrunk,19,2018-03-12,2022-11-04,2018-03-12,2023-05-23
1587732,OGS,NYSE,"ONE Gas, Inc.",delisted_or_shrunk,20,2018-02-22,2022-11-01,2018-02-22,2023-05-20
1314196,OLB,Nasdaq,"OLB GROUP, INC.",delisted_or_shrunk,18,2018-04-13,2022-11-14,2018-04-13,2023-06-02
1750284,OLMA,Nasdaq,"Olema Pharmaceuticals, Inc.",delisted_or_shrunk,8,2021-03-17,2022-11-08,2021-03-17,2023-05-27
1023994,OLOX,Nasdaq,OLENOX INDUSTRIES INC.,delisted_or_shrunk,20,2018-03-01,2022-11-16,2018-03-01,2023-06-04
712770,OLP,NYSE,ONE LIBERTY PROPERTIES INC,delisted_or_shrunk,16,2018-03-14,2022-11-04,2018-03-14,2023-05-23
1868726,OLPX,Nasdaq,"OLAPLEX HOLDINGS, INC.",delisted_or_shrunk,5,2021-11-10,2022-11-09,2021-11-10,2023-05-28
1484612,OM,Nasdaq,"Outset Medical, Inc.",delisted_or_shrunk,9,2020-11-12,2022-11-09,2020-11-12,2023-05-28
1285819,OMER,Nasdaq,OMEROS CORP,delisted_or_shrunk,20,2018-03-01,2022-11-09,2018-03-01,2023-05-28
798528,OMEX,Nasdaq,ODYSSEY MARINE EXPLORATION INC,delisted_or_shrunk,19,2018-03-26,2022-11-15,2018-03-26,2023-06-03
278165,OMQS,OTC,OMNIQ Corp.,delisted_or_shrunk,20,2018-05-08,2022-11-14,2018-05-08,2023-06-02
1404804,OMTK,OTC,Omnitek Engineering Corp,delisted_or_shrunk,20,2018-03-30,2022-11-15,2018-03-30,2023-06-03
1682265,ONAR,OTC,Onar Holding Corp,delisted_or_shrunk,20,2018-04-13,2022-11-15,2018-04-13,2023-06-03
1651308,ONC,Nasdaq,BeOne Medicines Ltd.,delisted_or_shrunk,20,2018-02-28,2022-11-09,2018-02-28,2023-05-28
1110611,ONTF,NYSE,ON24 INC.,delisted_or_shrunk,8,2021-03-30,2022-11-14,2021-03-30,2023-06-02
1825024,OPAD,NYSE,Offerpad Solutions Inc.,delisted_or_shrunk,5,2021-11-10,2022-11-02,2021-11-10,2023-05-21
1818502,OPFI,NYSE,OppFi Inc.,delisted_or_shrunk,6,2021-08-10,2022-11-09,2021-08-10,2023-05-28
1288855,OPHC,NYSE,"OptimumBank Holdings, Inc.",delisted_or_shrunk,10,2018-08-14,2022-11-10,2018-08-14,2023-05-29
1456772,OPI,Nasdaq,OFFICE PROPERTIES INCOME TRUST,delisted_or_shrunk,20,2018-02-27,2022-10-27,2018-02-27,2023-05-15
1378140,OPTT,NYSE,"Ocean Power Technologies, Inc.",delisted_or_shrunk,20,2018-03-06,2022-12-14,2018-03-06,2023-07-02
1397016,OPXS,Nasdaq,Optex Systems Holdings Inc,delisted_or_shrunk,20,2018-02-14,2022-12-19,2018-02-14,2023-07-07
1796280,ORIC,Nasdaq,"Oric Pharmaceuticals, Inc.",delisted_or_shrunk,7,2020-05-20,2022-03-21,2020-05-20,2022-10-07
907654,ORKA,Nasdaq,"Oruka Therapeutics, Inc.",delisted_or_shrunk,20,2018-03-22,2022-10-28,2018-03-22,2023-05-16
1176309,ORMP,Nasdaq,ORAMED PHARMACEUTICALS INC.,delisted_or_shrunk,16,2018-01-11,2022-11-10,2018-01-11,2023-05-29
1394056,OSS,Nasdaq,"ONE STOP SYSTEMS, INC.",delisted_or_shrunk,20,2018-03-21,2022-11-10,2018-03-21,2023-05-29
1758488,OSW,Nasdaq,ONESPAWORLD HOLDINGS Ltd,delisted_or_shrunk,16,2019-05-06,2022-11-03,2019-05-06,2023-05-22
1002638,OTEX,Nasdaq,OPEN TEXT CORP,delisted_or_shrunk,20,2018-01-31,2022-11-03,2018-01-31,2023-05-22
1747777,OTF,NYSE,Blue Owl Technology Finance Corp.,delisted_or_shrunk,8,2019-02-27,2022-11-10,2019-02-27,2023-05-29
908259,OTLC,OTC,"Oncotelic Therapeutics, Inc.",delisted_or_shrunk,11,2019-04-10,2022-11-18,2019-04-10,2023-06-06
1649989,OTLK,Nasdaq,"Outlook Therapeutics, Inc.",delisted_or_shrunk,14,2018-02-14,2022-12-29,2018-02-14,2023-07-17
1546652,OUNZ,NYSE,VanEck Merk Gold ETF,delisted_or_shrunk,5,2018-04-13,2022-04-13,2018-04-13,2022-10-30
1107280,OVTZ,OTC,OCULUS INC.,delisted_or_shrunk,13,2018-05-14,2022-03-21,2018-05-14,2022-10-07
1622244,OWPC,,"One World Products, Inc.",delisted_or_shrunk,13,2019-04-01,2022-11-14,2019-04-01,2023-06-02
1584831,OXBR,Nasdaq,OXBRIDGE RE HOLDINGS Ltd,delisted_or_shrunk,6,2018-08-14,2022-08-15,2018-08-14,2023-03-03
1679817,OZSC,OTC,"OZOP ENERGY SOLUTIONS, INC.",delisted_or_shrunk,15,2018-08-20,2022-11-14,2018-08-20,2023-06-02
1070423,PAA,Nasdaq,PLAINS ALL AMERICAN PIPELINE LP,delisted_or_shrunk,20,2018-02-27,2022-11-08,2018-02-27,2023-05-27
1581990,PAGP,Nasdaq,PLAINS GP HOLDINGS LP,delisted_or_shrunk,20,2018-02-27,2022-11-08,2018-02-27,2023-05-27
1787297,PASG,Nasdaq,"Passage BIO, Inc.",delisted_or_shrunk,8,2020-05-11,2022-03-03,2020-05-11,2022-09-19
1624326,PAVM,Nasdaq,PAVmed Inc.,delisted_or_shrunk,11,2018-03-14,2022-11-14,2018-03-14,2023-06-02
1017655,PAYD,OTC,PAID INC,delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
1609065,PBHC,Nasdaq,"Pathfinder Bancorp, Inc.",delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
1304161,PBSV,OTC,"Pharma-Bio Serv, Inc.",delisted_or_shrunk,20,2018-01-29,2022-09-14,2018-01-29,2023-04-02
319654,PBT,NYSE,PERMIAN BASIN ROYALTY TRUST,delisted_or_shrunk,20,2018-03-15,2022-11-14,2018-03-15,2023-06-02
1533743,PCSA,Nasdaq,"Processa Pharmaceuticals, Inc.",delisted_or_shrunk,11,2019-03-28,2022-11-08,2019-03-28,2023-05-27
1649094,PCVX,Nasdaq,"Vaxcyte, Inc.",delisted_or_shrunk,10,2020-08-12,2022-11-07,2020-08-12,2023-05-26
1472091,PDSB,Nasdaq,PDS Biotechnology Corp,delisted_or_shrunk,14,2018-03-01,2022-08-08,2018-03-01,2023-02-24
1474098,PEB,NYSE,Pebblebrook Hotel Trust,delisted_or_shrunk,20,2018-02-22,2022-10-27,2018-02-22,2023-05-15
1040130,PETS,Nasdaq,PETMED EXPRESS INC,delisted_or_shrunk,20,2018-01-30,2022-11-08,2018-01-30,2023-05-27
1512922,PETV,OTC,"PetVivo Holdings, Inc.",delisted_or_shrunk,22,2018-01-26,2022-11-10,2018-01-26,2023-05-29
770460,PFBX,OTC,PEOPLES FINANCIAL CORP /MS/,delisted_or_shrunk,12,2018-03-14,2022-08-10,2018-03-14,2023-02-26
1138476,PFHO,OTC,PACIFIC HEALTH CARE ORGANIZATION INC,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1504619,PFLT,NYSE,PennantPark Floating Rate Capital Ltd.,delisted_or_shrunk,7,2018-11-14,2022-11-17,2018-11-14,2023-06-05
1490349,PFX,Nasdaq,PhenixFIN Corp,delisted_or_shrunk,20,2018-02-06,2022-12-16,2018-02-06,2023-07-04
1356090,PGEN,Nasdaq,"PRECIGEN, INC.",delisted_or_shrunk,20,2018-03-01,2022-11-09,2018-03-01,2023-05-28
1080448,PGOL,OTC,PATRIOT GOLD CORP,delisted_or_shrunk,6,2018-08-29,2022-03-29,2018-08-29,2022-10-15
1620749,PHCI,OTC,Panamera Holdings Corp,delisted_or_shrunk,17,2018-03-19,2022-06-21,2018-03-19,2023-01-07
1533040,PHIO,Nasdaq,Phio Pharmaceuticals Corp.,delisted_or_shrunk,16,2018-03-26,2022-11-10,2018-03-26,2023-05-29
1665300,PHUN,Nasdaq,"Phunware, Inc.",delisted_or_shrunk,17,2019-03-06,2022-11-10,2019-03-06,2023-05-29
845385,PIAC,OTC,PRINCETON CAPITAL CORP,delisted_or_shrunk,24,2018-04-06,2022-11-10,2018-04-06,2023-05-29
1832511,PIII,Nasdaq,P3 Health Partners Inc.,delisted_or_shrunk,5,2021-04-06,2022-11-14,2021-04-06,2023-06-02
