asof,year,n_per_sector,pick,ticker,name,sector,score,mcap,ret,basket_ret,pool_ret,basket_pctile,basket_p,days_held,partial_window,excess_vs_pool
2024-01-01,2024,10,21,MLI,MUELLER INDUSTRIES INC,Materials,89.8,2.59732584198,71.81571815718158,18.2900667349,8.3121012015,98.85,0.0115,,,63.50361695568158
2024-01-01,2024,10,22,FBRT-PE,FRANKLIN BSP REALTY TRUST INC,Real Estate,89.1,1.3529763723,8.231725811343637,18.2900667349,8.3121012015,98.85,0.0115,,,-0.08037539015636419
2024-01-01,2024,10,23,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,88.9,0.28120706863,-15.163699023549691,18.2900667349,8.3121012015,98.85,0.0115,,,-23.475800225049692
2024-01-01,2024,10,24,NVDA,NVIDIA CORP,Technology,88.8,122.10692,176.7416457642204,18.2900667349,8.3121012015,98.85,0.0115,,,168.4295445627204
2024-01-01,2024,10,25,UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,10.33342292389,63.700031834098866,18.2900667349,8.3121012015,98.85,0.0115,,,55.38793063259887
2024-01-01,2024,10,26,MPC,MARATHON PETROLEUM CORP,Energy,88.3,53.368350768735,-6.682081747358682,18.2900667349,8.3121012015,98.85,0.0115,,,-14.994182948858683
2024-01-01,2024,10,27,SCYX,SCYNEXIS INC,Healthcare,88.3,0.66378713416,-55.190582959641254,18.2900667349,8.3121012015,98.85,0.0115,,,-63.502684161141254
2024-01-01,2024,10,28,VGR,VECTOR GROUP LTD,Consumer Staples,88.1,1.67300537158,,18.2900667349,8.3121012015,98.85,0.0115,,,
2024-01-01,2024,10,29,COKE,COCA-COLA CONSOLIDATED INC,Consumer Staples,88.0,0.6404592498539999,35.769719676189204,18.2900667349,8.3121012015,98.85,0.0115,,,27.457618474689205
2024-01-01,2024,10,30,CRAI,CRA INTERNATIONAL INC,Unclassified,87.9,0.6704633190120001,90.9990914502334,18.2900667349,8.3121012015,98.85,0.0115,,,82.6869902487334
2024-01-01,2024,10,31,THC,TENET HEALTHCARE CORP,Healthcare,87.9,7.674284639999999,69.33968506020909,18.2900667349,8.3121012015,98.85,0.0115,,,61.02758385870909
2024-01-01,2024,10,32,TRN,TRINITY INDUSTRIES INC,Industrials,87.9,1.951898264613,38.70223564447799,18.2900667349,8.3121012015,98.85,0.0115,,,30.39013444297799
2024-01-01,2024,10,33,MED,MEDIFAST INC,Consumer Staples,87.9,0.7322007064399999,-73.81731627491817,18.2900667349,8.3121012015,98.85,0.0115,,,-82.12941747641817
2024-01-01,2024,10,34,EGY,VAALCO ENERGY INC,Energy,87.7,0.407279865861,-0.903692228246844,18.2900667349,8.3121012015,98.85,0.0115,,,-9.215793429746846
2024-01-01,2024,10,35,AEL,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,Financials,87.7,4.379397807268,,18.2900667349,8.3121012015,98.85,0.0115,,,
2024-01-01,2024,10,36,PRG,PROG HOLDINGS INC,Industrials,87.4,1.32422617782,38.05133400878083,18.2900667349,8.3121012015,98.85,0.0115,,,29.73923280728083
2024-01-01,2024,10,37,PLAB,PHOTRONICS INC,Technology,87.4,1.96391841082,-23.748804590372963,18.2900667349,8.3121012015,98.85,0.0115,,,-32.06090579187296
2024-01-01,2024,10,38,GM,GENERAL MOTORS CO,Consumer Disc,86.8,47.970187683768,52.68356743176887,18.2900667349,8.3121012015,98.85,0.0115,,,44.37146623026887
2024-01-01,2024,10,39,DAKT,DAKTRONICS INC,Industrials,86.7,0.39160780768,99.8820754716981,18.2900667349,8.3121012015,98.85,0.0115,,,91.5699742701981
2024-01-01,2024,10,40,V,VISA INC,Financials,86.1,119.681631696944,23.335502995702505,18.2900667349,8.3121012015,98.85,0.0115,,,15.023401794202504
2024-01-01,2024,10,41,STWD,STARWOOD PROPERTY TRUST INC,Real Estate,86.1,5.120306206656,-1.3641646785343076,18.2900667349,8.3121012015,98.85,0.0115,,,-9.676265880034308
2024-01-01,2024,10,42,GES,GUESS INC,Consumer Disc,85.9,1.072287470592,-31.59054487179487,18.2900667349,8.3121012015,98.85,0.0115,,,-39.90264607329487
2024-01-01,2024,10,43,PRDO,PERDOCEO EDUCATION CORP,Industrials,85.8,1.09239020938,53.078773301262785,18.2900667349,8.3121012015,98.85,0.0115,,,44.766672099762786
2024-01-01,2024,10,44,APH,AMPHENOL CORP,Technology,85.8,14.539536923530996,43.924118349039155,18.2900667349,8.3121012015,98.85,0.0115,,,35.612017147539156
2024-01-01,2024,10,45,GLRE,GREENLIGHT CAPITAL RE LTD,Financials,85.5,0.40355318794,21.103327495621716,18.2900667349,8.3121012015,98.85,0.0115,,,12.791226294121715
2024-01-01,2024,10,46,VLO,VALERO ENERGY CORP,Energy,85.1,41.033431287492,-5.2992715264756125,18.2900667349,8.3121012015,98.85,0.0115,,,-13.611372727975613
2024-01-01,2024,10,47,ALX,ALEXANDERS INC,Real Estate,85.0,0.8769727659000001,0.5386989691922306,18.2900667349,8.3121012015,98.85,0.0115,,,-7.77340223230777
2024-01-01,2024,10,48,SMLR,SEMLER SCIENTIFIC INC,Healthcare,85.0,0.30441385084,42.85391736283586,18.2900667349,8.3121012015,98.85,0.0115,,,34.54181616133586
2024-01-01,2024,10,49,RES,RPC INC,Energy,84.9,1.460406424488,-18.64080544862303,18.2900667349,8.3121012015,98.85,0.0115,,,-26.952906650123033
2024-01-01,2024,10,50,ARLP,ALLIANCE RESOURCE PARTNERS LP,Energy,84.8,2.006802148482,38.040035474471054,18.2900667349,8.3121012015,98.85,0.0115,,,29.727934272971055
2024-01-01,2024,10,51,WSM,WILLIAMS SONOMA INC,Consumer Disc,84.6,6.209061150161999,87.41916155292463,18.2900667349,8.3121012015,98.85,0.0115,,,79.10706035142464
2024-01-01,2024,10,52,HEES,H&E EQUIPMENT SERVICES INC,Industrials,84.5,1.861716420376,-3.506539274806175,18.2900667349,8.3121012015,98.85,0.0115,,,-11.818640476306175
2024-01-01,2024,10,53,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials,84.5,0.430694968656,33.96354272548621,18.2900667349,8.3121012015,98.85,0.0115,,,25.651441523986207
2024-01-01,2024,10,54,TWI,TITAN INTERNATIONAL INC,Materials,84.5,0.92091989664,-53.494623655913976,18.2900667349,8.3121012015,98.85,0.0115,,,-61.806724857413975
2024-01-01,2024,10,55,CMCSA,COMCAST CORP,Communication Svcs,84.4,76.480185151431,-10.900704054382128,18.2900667349,8.3121012015,98.85,0.0115,,,-19.21280525588213
2024-01-01,2024,10,56,MHO,M/I HOMES INC,Industrials,84.4,3.83585542028,-2.7370408015100933,18.2900667349,8.3121012015,98.85,0.0115,,,-11.049142003010093
2024-01-01,2024,10,57,USNA,USANA HEALTH SCIENCES INC,Healthcare,84.1,1.0253576016,-33.41417910447761,18.2900667349,8.3121012015,98.85,0.0115,,,-41.72628030597761
2024-01-01,2024,10,58,GLPI,GAMING & LEISURE PROPERTIES INC,Real Estate,83.9,11.19196432295,3.3138494572348964,18.2900667349,8.3121012015,98.85,0.0115,,,-4.998251744265104
2024-01-01,2024,10,59,JAKK,JAKKS PACIFIC INC,Consumer Disc,83.8,0.329556905024,-22.869543954028604,18.2900667349,8.3121012015,98.85,0.0115,,,-31.181645155528606
2024-01-01,2024,10,60,HRMY,HARMONY BIOSCIENCES HOLDINGS INC,Healthcare,83.7,1.8918737912,5.882352941176494,18.2900667349,8.3121012015,98.85,0.0115,,,-2.4297482603235068
2024-01-01,2024,10,61,DXLG,DESTINATION XL GROUP INC,Consumer Disc,83.6,0.264801152,-36.13636363636365,18.2900667349,8.3121012015,98.85,0.0115,,,-44.448464837863646
2024-01-01,2024,10,62,LNWO,LIGHT & WONDER INC,Technology,83.5,7.39379184978,4.774083546462071,18.2900667349,8.3121012015,98.85,0.0115,,,-3.5380176550379296
2024-01-01,2024,10,63,VICI,VICI PROPERTIES INC,Real Estate,83.3,28.513773878010003,-3.969233001959227,18.2900667349,8.3121012015,98.85,0.0115,,,-12.281334203459227
2024-01-01,2024,10,64,EBF,ENNIS INC,Communication Svcs,83.2,0.4403097528829999,13.016395369336545,18.2900667349,8.3121012015,98.85,0.0115,,,4.704294167836544
2024-01-01,2024,10,65,UTMD,UTAH MEDICAL PRODUCTS INC,Healthcare,83.1,0.2911459774,-25.169542235962897,18.2900667349,8.3121012015,98.85,0.0115,,,-33.4816434374629
2024-01-01,2024,10,66,CSCO,CISCO SYSTEMS INC,Technology,83.0,190.99961067470397,21.82580205939919,18.2900667349,8.3121012015,98.85,0.0115,,,13.51370085789919
2024-01-01,2024,10,67,WFRD,WEATHERFORD INTERNATIONAL PLC,Industrials,82.6,6.840881447319999,-29.53951252424728,18.2900667349,8.3121012015,98.85,0.0115,,,-37.85161372574728
2024-01-01,2024,10,68,RGP,RESOURCES CONNECTION INC,Technology,82.6,0.405889627605,-37.418015774180155,18.2900667349,8.3121012015,98.85,0.0115,,,-45.730116975680154
2024-01-01,2024,10,69,LTC,LTC PROPERTIES INC,Real Estate,82.4,1.121677116598,14.479805065347406,18.2900667349,8.3121012015,98.85,0.0115,,,6.1677038638474055
2024-01-01,2024,10,70,VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Real Estate,82.3,2.720404646582,10.570018539311189,18.2900667349,8.3121012015,98.85,0.0115,,,2.257917337811188
2024-01-01,2024,10,71,SPG,SIMON PROPERTY GROUP INC,Real Estate,82.0,35.782638967386,26.783367377638424,18.2900667349,8.3121012015,98.85,0.0115,,,18.47126617613842
2024-01-01,2024,10,72,VLGEA,VILLAGE SUPER MARKET INC,Consumer Staples,81.8,0.334353747901,24.66768810302704,18.2900667349,8.3121012015,98.85,0.0115,,,16.35558690152704
2024-01-01,2024,10,73,BERY,BERRY GLOBAL GROUP INC,Materials,81.8,6.9964125,6.8774246801485805,18.2900667349,8.3121012015,98.85,0.0115,,,-1.4346765213514203
2024-01-01,2024,10,74,REI,RING ENERGY INC,Energy,81.7,0.28562023946,-14.383561643835618,18.2900667349,8.3121012015,98.85,0.0115,,,-22.69566284533562
2024-01-01,2024,10,75,CWCO,CONSOLIDATED WATER CO LTD,Utilities,81.4,0.537712905744,-27.385345282024243,18.2900667349,8.3121012015,98.85,0.0115,,,-35.697446483524246
2024-01-01,2024,10,76,NFLX,NETFLIX INC,Communication Svcs,81.1,21.309747724272,86.40116661189614,18.2900667349,8.3121012015,98.85,0.0115,,,78.08906541039615
2024-01-01,2024,10,77,VZ,VERIZON COMMUNICATIONS INC,Communication Svcs,80.9,132.328303818684,12.971788028974451,18.2900667349,8.3121012015,98.85,0.0115,,,4.6596868274744505
2024-01-01,2024,10,78,NGVT,INGEVITY CORP,Materials,80.8,1.71084038052,-14.019483269800926,18.2900667349,8.3121012015,98.85,0.0115,,,-22.33158447130093
2024-01-01,2024,10,79,WIRE,ENCORE WIRE CORP,Materials,80.7,3.369251228148,,18.2900667349,8.3121012015,98.85,0.0115,,,
2024-01-01,2024,10,80,TPL,TEXAS PACIFIC LAND CORP,Financials,80.2,1.300053395997,122.97229486808624,18.2900667349,8.3121012015,98.85,0.0115,,,114.66019366658624
2024-01-01,2024,10,81,RSG,REPUBLIC SERVICES INC,Utilities,80.1,50.473673174757,24.071338183132916,18.2900667349,8.3121012015,98.85,0.0115,,,15.759236981632915
2024-01-01,2024,10,82,ARHS,ARHAUS INC,Consumer Disc,80.0,1.4953176542480002,-19.168422016668195,18.2900667349,8.3121012015,98.85,0.0115,,,-27.480523218168194
2024-01-01,2024,10,83,GDEN,GOLDEN ENTERTAINMENT INC,Consumer Disc,79.9,1.056639301476,-18.88202794930126,18.2900667349,8.3121012015,98.85,0.0115,,,-27.19412915080126
2024-01-01,2024,10,84,JELD,JELD-WEN HOLDING INC,Materials,79.5,1.6088608236799995,-56.51483050847457,18.2900667349,8.3121012015,98.85,0.0115,,,-64.82693170997457
2024-01-01,2024,10,85,HCC,WARRIOR MET COAL INC,Materials,78.3,3.102252510951,-10.8137565605245,18.2900667349,8.3121012015,98.85,0.0115,,,-19.125857762024502
2024-01-01,2024,10,86,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,78.2,25.683938271459,-17.513860298296358,18.2900667349,8.3121012015,98.85,0.0115,,,-25.825961499796357
2024-01-01,2024,10,87,ACT,ENACT HOLDINGS INC,Financials,77.9,4.339779566598,14.64267314344594,18.2900667349,8.3121012015,98.85,0.0115,,,6.330571941945939
2024-01-01,2024,10,88,AMG,AFFILIATED MANAGERS GROUP INC,Financials,77.6,5.116565163604,23.95020450776073,18.2900667349,8.3121012015,98.85,0.0115,,,15.63810330626073
2024-01-01,2024,10,89,ACGL,ARCH CAPITAL GROUP LTD,Financials,77.3,26.356758760761,30.739497939939685,18.2900667349,8.3121012015,98.85,0.0115,,,22.427396738439683
2024-01-01,2024,10,90,DAR,DARLING INGREDIENTS INC,Consumer Staples,76.9,7.951089134240001,-32.86516853932585,18.2900667349,8.3121012015,98.85,0.0115,,,-41.17726974082585
2024-01-01,2024,10,91,SD,SANDRIDGE ENERGY INC,Energy,76.7,0.402848272609,-8.240493508885017,18.2900667349,8.3121012015,98.85,0.0115,,,-16.552594710385016
2024-01-01,2024,10,92,OTTR,OTTER TAIL CORP,Utilities,76.2,3.314901945954,-10.107708181291995,18.2900667349,8.3121012015,98.85,0.0115,,,-18.419809382791996
2024-01-01,2024,10,93,EIG,EMPLOYERS HOLDINGS INC,Financials,76.1,0.9390104759160002,32.45863920236658,18.2900667349,8.3121012015,98.85,0.0115,,,24.146538000866578
2024-01-01,2024,10,94,JBSS,SANFILIPPO JOHN B & SON INC,Consumer Staples,76.0,0.74916261264,-13.908160610528142,18.2900667349,8.3121012015,98.85,0.0115,,,-22.22026181202814
2024-01-01,2024,10,95,SM,SM ENERGY CO,Energy,75.8,4.183112632068,-0.6284061839617383,18.2900667349,8.3121012015,98.85,0.0115,,,-8.94050738546174
2024-01-01,2024,10,96,DTE,DTE ENERGY CO,Utilities,75.3,20.903496946542,14.03607443806365,18.2900667349,8.3121012015,98.85,0.0115,,,5.7239732365636495
2024-01-01,2024,10,97,AMR,ALPHA METALLURGICAL RESOURCES INC,Energy,75.3,4.502075678480001,-41.28997993626815,18.2900667349,8.3121012015,98.85,0.0115,,,-49.60208113776815
2024-01-01,2024,10,98,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,Utilities,75.2,28.13233391941,43.36196971038881,18.2900667349,8.3121012015,98.85,0.0115,,,35.049868508888814
2024-01-01,2024,10,99,AWK,AMERICAN WATER WORKS COMPANY INC,Utilities,75.1,24.026401924803,-2.9027787907519587,18.2900667349,8.3121012015,98.85,0.0115,,,-11.214879992251959
2024-01-01,2024,10,100,OMC,OMNICOM GROUP INC,Communication Svcs,74.0,15.68608503833,3.023381998511021,18.2900667349,8.3121012015,98.85,0.0115,,,-5.28871920298898
2024-01-01,2024,10,101,ALLE,ALLEGION PLC,Unclassified,73.4,10.723602337164,5.7124613193182405,18.2900667349,8.3121012015,98.85,0.0115,,,-2.5996398821817603
2024-01-01,2024,10,102,WM,WASTE MANAGEMENT INC,Utilities,73.0,69.496483276288,15.550236461424326,18.2900667349,8.3121012015,98.85,0.0115,,,7.238135259924325
2024-01-01,2024,10,103,PMTS,CPI CARD GROUP INC,Communication Svcs,71.6,0.21984344174,66.23241271495569,18.2900667349,8.3121012015,98.85,0.0115,,,57.92031151345569
2024-01-01,2024,10,104,SPOK,SPOK HOLDINGS INC,Communication Svcs,71.5,0.2424123794159999,13.410814375206082,18.2900667349,8.3121012015,98.85,0.0115,,,5.098713173706081
2024-01-01,2024,10,105,WEC,WEC ENERGY GROUP INC,Utilities,71.0,24.085949918098,17.08268943660127,18.2900667349,8.3121012015,98.85,0.0115,,,8.77058823510127
2024-01-01,2024,10,106,TGNA,TEGNA INC,Communication Svcs,71.0,2.820974793714,24.13070800167574,18.2900667349,8.3121012015,98.85,0.0115,,,15.818606800175738
2024-01-01,2024,10,107,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE INC,Consumer Staples,70.9,0.347315584445,149.72158532590893,18.2900667349,8.3121012015,98.85,0.0115,,,141.40948412440892
2024-01-01,2024,10,108,AD,ARRAY DIGITAL INFRASTRUCTURE INC,Communication Svcs,70.6,0.999219081588,53.37269922332164,18.2900667349,8.3121012015,98.85,0.0115,,,45.06059802182164
2024-01-01,2024,10,109,MO,ALTRIA GROUP INC,Consumer Staples,70.3,59.34340185272199,41.105117277143634,18.2900667349,8.3121012015,98.85,0.0115,,,32.793016075643635
2024-01-01,2024,10,110,DMC,DEL MONTE CORP,Consumer Staples,70.1,1.144761571296,30.77440511225091,18.2900667349,8.3121012015,98.85,0.0115,,,22.46230391075091
2024-01-01,2024,10,111,MGPI,MGP INGREDIENTS INC,Unclassified,69.6,2.077330342115,-59.64601769911504,18.2900667349,8.3121012015,98.85,0.0115,,,-67.95811890061505
2024-01-01,2024,10,112,DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Unclassified,68.5,1.8154435068,0.2244668911335567,18.2900667349,8.3121012015,98.85,0.0115,,,-8.087634310366445
2024-01-01,2024,10,113,MNST,MONSTER BEVERAGE CORP,Consumer Staples,68.1,29.96991302914,-8.783197361569172,18.2900667349,8.3121012015,98.85,0.0115,,,-17.09529856306917
2024-01-01,2024,10,114,IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication Svcs,66.5,11.523828293528,-10.16352034033502,18.2900667349,8.3121012015,98.85,0.0115,,,-18.47562154183502
2024-01-01,2024,10,115,AIN,ALBANY INTERNATIONAL CORP,Unclassified,64.4,2.9299608,-17.416861003737672,18.2900667349,8.3121012015,98.85,0.0115,,,-25.72896220523767
2024-01-01,2024,10,116,TILE,INTERFACE INC,Unclassified,62.5,0.728370931625,98.27682489030714,18.2900667349,8.3121012015,98.85,0.0115,,,89.96472368880714
2024-01-01,2024,10,117,SONO,SONOS INC,Unclassified,55.3,2.1450781131000003,-12.368728121353566,18.2900667349,8.3121012015,98.85,0.0115,,,-20.68082932285357
2024-01-01,2024,10,118,ADT,ADT INC,Unclassified,52.4,4.814244024912001,5.420353982300874,18.2900667349,8.3121012015,98.85,0.0115,,,-2.891747219199127
2024-01-01,2024,10,119,MHK,MOHAWK INDUSTRIES INC,Unclassified,52.1,6.591103146,14.80193236714975,18.2900667349,8.3121012015,98.85,0.0115,,,6.489831165649749
2024-01-01,2024,10,120,KWR,QUAKER CHEMICAL CORP,Unclassified,49.9,3.700252587672,-33.58769721301436,18.2900667349,8.3121012015,98.85,0.0115,,,-41.89979841451436
2024-01-01,2024,20,1,BKNG,BOOKING HOLDINGS INC,Industrials,97.9,4.847703624239,43.26450414918348,16.1497003072,8.3121012015,99.8,0.002,,,34.95240294768348
2024-01-01,2024,20,2,COLL,COLLEGIUM PHARMACEUTICAL INC,Healthcare,95.3,1.00376267094,-5.425601039636129,16.1497003072,8.3121012015,99.8,0.002,,,-13.73770224113613
2024-01-01,2024,20,3,SMCI,SUPER MICRO COMPUTER INC,Technology,95.1,1.515490744892,12.502638429606703,16.1497003072,8.3121012015,99.8,0.002,,,4.190537228106702
2024-01-01,2024,20,4,SLCA,US SILICA HOLDINGS INC,Materials,95.0,0.87261639972,,16.1497003072,8.3121012015,99.8,0.002,,,
2024-01-01,2024,20,5,CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Disc,94.6,1.25529130374,32.88440936618642,16.1497003072,8.3121012015,99.8,0.002,,,24.57230816468642
2024-01-01,2024,20,6,ATH-PA,ATHENE HOLDING LTD,Financials,94.6,3.896148443544,13.485379505152473,16.1497003072,8.3121012015,99.8,0.002,,,5.173278303652472
2024-01-01,2024,20,7,DECK,DECKERS OUTDOOR CORP,Consumer Disc,94.1,2.8665480179700005,85.9072752569454,16.1497003072,8.3121012015,99.8,0.002,,,77.5951740554454
2024-01-01,2024,20,8,CVI,CVR ENERGY INC,Energy,94.0,2.834158647008,-35.825766174801366,16.1497003072,8.3121012015,99.8,0.002,,,-44.137867376301365
2024-01-01,2024,20,9,TH,TARGET HOSPITALITY CORP,Consumer Disc,93.4,0.98916552903,1.4902363823227072,16.1497003072,8.3121012015,99.8,0.002,,,-6.821864819177294
2024-01-01,2024,20,10,AVGO,BROADCOM INC,Technology,93.1,50.922458533543995,119.42799882326986,16.1497003072,8.3121012015,99.8,0.002,,,111.11589762176986
2024-01-01,2024,20,11,ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Healthcare,92.8,0.84258665796,-46.019663812242314,16.1497003072,8.3121012015,99.8,0.002,,,-54.33176501374231
2024-01-01,2024,20,12,HNRG,HALLADOR ENERGY CO,Utilities,92.4,0.29297884252,26.01809954751133,16.1497003072,8.3121012015,99.8,0.002,,,17.705998346011327
2024-01-01,2024,20,13,VST,VISTRA CORP,Utilities,92.2,13.530137984417,266.05797944028967,16.1497003072,8.3121012015,99.8,0.002,,,257.74587823878966
2024-01-01,2024,20,14,ANET,ARISTA NETWORKS INC,Technology,91.8,18.316643060534,91.97649336752892,16.1497003072,8.3121012015,99.8,0.002,,,83.66439216602892
2024-01-01,2024,20,15,POWL,POWELL INDUSTRIES INC,Industrials,91.6,0.3480644276319999,163.00508521165477,16.1497003072,8.3121012015,99.8,0.002,,,154.69298401015476
2024-01-01,2024,20,16,USLM,UNITED STATES LIME & MINERALS INC,Materials,91.1,0.260899209928,195.07340732325443,16.1497003072,8.3121012015,99.8,0.002,,,186.76130612175442
2024-01-01,2024,20,17,MPX,MARINE PRODUCTS CORP,Industrials,90.3,0.315990943968,-10.31849912739965,16.1497003072,8.3121012015,99.8,0.002,,,-18.63060032889965
2024-01-01,2024,20,18,LRCX,LAM RESEARCH CORP,Technology,90.1,10.110555072,-5.360029198602634,16.1497003072,8.3121012015,99.8,0.002,,,-13.672130400102635
2024-01-01,2024,20,19,OSUR,ORASURE TECHNOLOGIES INC,Healthcare,90.0,0.6025710303999999,-55.85365853658536,16.1497003072,8.3121012015,99.8,0.002,,,-64.16575973808536
2024-01-01,2024,20,20,TCI,TRANSCONTINENTAL REALTY INVESTORS INC,Real Estate,89.9,0.29857476096,-15.306712962962964,16.1497003072,8.3121012015,99.8,0.002,,,-23.618814164462965
2024-01-01,2024,20,21,MLI,MUELLER INDUSTRIES INC,Materials,89.8,2.59732584198,71.81571815718158,16.1497003072,8.3121012015,99.8,0.002,,,63.50361695568158
2024-01-01,2024,20,22,FBRT-PE,FRANKLIN BSP REALTY TRUST INC,Real Estate,89.1,1.3529763723,8.231725811343637,16.1497003072,8.3121012015,99.8,0.002,,,-0.08037539015636419
2024-01-01,2024,20,23,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,88.9,0.28120706863,-15.163699023549691,16.1497003072,8.3121012015,99.8,0.002,,,-23.475800225049692
2024-01-01,2024,20,24,NVDA,NVIDIA CORP,Technology,88.8,122.10692,176.7416457642204,16.1497003072,8.3121012015,99.8,0.002,,,168.4295445627204
2024-01-01,2024,20,25,UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,10.33342292389,63.700031834098866,16.1497003072,8.3121012015,99.8,0.002,,,55.38793063259887
2024-01-01,2024,20,26,MPC,MARATHON PETROLEUM CORP,Energy,88.3,53.368350768735,-6.682081747358682,16.1497003072,8.3121012015,99.8,0.002,,,-14.994182948858683
2024-01-01,2024,20,27,SCYX,SCYNEXIS INC,Healthcare,88.3,0.66378713416,-55.190582959641254,16.1497003072,8.3121012015,99.8,0.002,,,-63.502684161141254
2024-01-01,2024,20,28,VGR,VECTOR GROUP LTD,Consumer Staples,88.1,1.67300537158,,16.1497003072,8.3121012015,99.8,0.002,,,
2024-01-01,2024,20,29,COKE,COCA-COLA CONSOLIDATED INC,Consumer Staples,88.0,0.6404592498539999,35.769719676189204,16.1497003072,8.3121012015,99.8,0.002,,,27.457618474689205
2024-01-01,2024,20,30,CRAI,CRA INTERNATIONAL INC,Unclassified,87.9,0.6704633190120001,90.9990914502334,16.1497003072,8.3121012015,99.8,0.002,,,82.6869902487334
2024-01-01,2024,20,31,THC,TENET HEALTHCARE CORP,Healthcare,87.9,7.674284639999999,69.33968506020909,16.1497003072,8.3121012015,99.8,0.002,,,61.02758385870909
2024-01-01,2024,20,32,MED,MEDIFAST INC,Consumer Staples,87.9,0.7322007064399999,-73.81731627491817,16.1497003072,8.3121012015,99.8,0.002,,,-82.12941747641817
2024-01-01,2024,20,33,TRN,TRINITY INDUSTRIES INC,Industrials,87.9,1.951898264613,38.70223564447799,16.1497003072,8.3121012015,99.8,0.002,,,30.39013444297799
2024-01-01,2024,20,34,AEL,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,Financials,87.7,4.379397807268,,16.1497003072,8.3121012015,99.8,0.002,,,
2024-01-01,2024,20,35,EGY,VAALCO ENERGY INC,Energy,87.7,0.407279865861,-0.903692228246844,16.1497003072,8.3121012015,99.8,0.002,,,-9.215793429746846
2024-01-01,2024,20,36,PRG,PROG HOLDINGS INC,Industrials,87.4,1.32422617782,38.05133400878083,16.1497003072,8.3121012015,99.8,0.002,,,29.73923280728083
2024-01-01,2024,20,37,PLAB,PHOTRONICS INC,Technology,87.4,1.96391841082,-23.748804590372963,16.1497003072,8.3121012015,99.8,0.002,,,-32.06090579187296
2024-01-01,2024,20,38,GM,GENERAL MOTORS CO,Consumer Disc,86.8,47.970187683768,52.68356743176887,16.1497003072,8.3121012015,99.8,0.002,,,44.37146623026887
2024-01-01,2024,20,39,DAKT,DAKTRONICS INC,Industrials,86.7,0.39160780768,99.8820754716981,16.1497003072,8.3121012015,99.8,0.002,,,91.5699742701981
2024-01-01,2024,20,40,V,VISA INC,Financials,86.1,119.681631696944,23.335502995702505,16.1497003072,8.3121012015,99.8,0.002,,,15.023401794202504
2024-01-01,2024,20,41,STWD,STARWOOD PROPERTY TRUST INC,Real Estate,86.1,5.120306206656,-1.3641646785343076,16.1497003072,8.3121012015,99.8,0.002,,,-9.676265880034308
2024-01-01,2024,20,42,GES,GUESS INC,Consumer Disc,85.9,1.072287470592,-31.59054487179487,16.1497003072,8.3121012015,99.8,0.002,,,-39.90264607329487
2024-01-01,2024,20,43,PRDO,PERDOCEO EDUCATION CORP,Industrials,85.8,1.09239020938,53.078773301262785,16.1497003072,8.3121012015,99.8,0.002,,,44.766672099762786
2024-01-01,2024,20,44,APH,AMPHENOL CORP,Technology,85.8,14.539536923530996,43.924118349039155,16.1497003072,8.3121012015,99.8,0.002,,,35.612017147539156
2024-01-01,2024,20,45,GLRE,GREENLIGHT CAPITAL RE LTD,Financials,85.5,0.40355318794,21.103327495621716,16.1497003072,8.3121012015,99.8,0.002,,,12.791226294121715
2024-01-01,2024,20,46,VLO,VALERO ENERGY CORP,Energy,85.1,41.033431287492,-5.2992715264756125,16.1497003072,8.3121012015,99.8,0.002,,,-13.611372727975613
2024-01-01,2024,20,47,SMLR,SEMLER SCIENTIFIC INC,Healthcare,85.0,0.30441385084,42.85391736283586,16.1497003072,8.3121012015,99.8,0.002,,,34.54181616133586
2024-01-01,2024,20,48,ALX,ALEXANDERS INC,Real Estate,85.0,0.8769727659000001,0.5386989691922306,16.1497003072,8.3121012015,99.8,0.002,,,-7.77340223230777
2024-01-01,2024,20,49,RES,RPC INC,Energy,84.9,1.460406424488,-18.64080544862303,16.1497003072,8.3121012015,99.8,0.002,,,-26.952906650123033
2024-01-01,2024,20,50,ARLP,ALLIANCE RESOURCE PARTNERS LP,Energy,84.8,2.006802148482,38.040035474471054,16.1497003072,8.3121012015,99.8,0.002,,,29.727934272971055
2024-01-01,2024,20,51,WSM,WILLIAMS SONOMA INC,Consumer Disc,84.6,6.209061150161999,87.41916155292463,16.1497003072,8.3121012015,99.8,0.002,,,79.10706035142464
